name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Wynton Marsalis,{{birth date and age|1961|10|18}},"[[New Orleans]], [[Louisiana]], U.S.",,,,{{hlist|Musician|composer|educator|artistic director}},1980–present,,,,,,,,{{marriage|[[Nicola Benedetti]]|2024}},,,,{{hlist|[[Jazz]]|[[post-bop]]|[[mainstream jazz|mainstream]]|[[Dixieland jazz|dixieland]]|[[Classical music|classical]]}}
Dizzy Gillespie,{{Birth date|1917|10|21}},"[[Cheraw, South Carolina]], U.S.",{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",,,,,,,,,,,"{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)","[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref> }}",,,
Benny Goodman,{{birth date|1909|5|30}},"[[Chicago]], Illinois, U.S.",{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",,,,,,,,,,,,,,,{{flatlist| * [[Jazz]] * [[Swing music|swing]] }}
Glenn Miller,{{Birth date|1904|3|1}},"[[Clarinda, Iowa]], U.S.",,,,{{hlist|Bandleader|musician|arranger|composer}},1923–1944,,,,,,,,{{marriage|Helen Burger|1928}},2,,,{{hlist|[[Swing music]]|[[big band]]}}
George Gershwin,{{birth date|1898|9|26}},"New York City, U.S.",{{death date and age|1937|7|11|1898|9|26}},"Los Angeles, California",,{{hlist|Composer|pianist}},1916–1937,,,,,,,,,,,,
Irving Berlin,,,,,,,1907–1971,,,,,,,,,,,,{{hlist|Popular songs|[[ragtime]]|[[Broadway theatre|Broadway]] musicals|[[show tune]]s}} }}
Stephen Foster,{{birth date|1826|7|4}},"[[Lawrenceville (Pittsburgh)|Lawrenceville]], [[Pennsylvania]], U.S.",{{death date and age|1864|1|13|1826|7|4}},"[[New York City]], U.S.",,"{{hlist|Composer|lyricist|poet<ref name = pgpress1900>{{cite news |title= Stephen C. Foster As Man and Musician, The Life Story of the Sweet Singer of {{not a typo|Pittsburg}} Told by His Contemporaries and Comrades | newspaper = [[The Pittsburg Press]]| date= September 12, 1900 | url= https://www.newspapers.com/clip/9992200/profile_of_songwriter_stephen_c_foster/ |via= Newspapers.com}} {{Open access}}</ref>}}",1844–1864,"First American full-time songwriter<ref>{{citation |last= Marks |first= Rusty |title= On Television: Stephen Foster: Quintessential songwriter lived in music, died in ruin |work= Sunday Gazette-Mail |publisher= Gazette Daily Inc. via [[HighBeam Research]] |access-date= April 25, 2012 |date= April 22, 2001 |url= http://www.highbeam.com/doc/1P2-18995067.html |archive-url= https://web.archive.org/web/20131011162941/http://www.highbeam.com/doc/1P2-18995067.html |url-status= dead |archive-date= October 11, 2013 |quote= The song, written in 1847, soon spread throughout the country. Foster decided to become a full-time songwriter, a vocation no one had bothered to pursue until then.}}</ref><ref>{{citation |date= October 16, 2010 |access-date= April 25, 2012 |url= http://www.highbeam.com/doc/1P3-2164359961.html |archive-url= https://web.archive.org/web/20131011162711/http://www.highbeam.com/doc/1P3-2164359961.html |url-status= dead |archive-date= October 11, 2013 |title= Pittsburgh Native Son and Songwriter Stephen Foster to be Inducted into Nashville Songwriters Hall of Fame Oct. 17. |publisher= US Fed News Service, Including US State News. The Associated Newspapers of Ceylon Ltd. via [[HighBeam Research]]}}</ref>",,,,,"""[[Beautiful Dreamer]]""<br />""[[Camptown Races]]""<br />""[[Hard Times Come Again No More]]""<br />""[[My Old Kentucky Home]]""<br />""[[Oh! Susanna]]""<br />""[[Old Black Joe]]""<br />""[[Old Folks at Home]]”<br />''[[List of songs written by Stephen Foster|among others...]]''",,{{marriage|[[Jane McDowell Foster Wiley]]|1850}},[[Marion Foster Welch|Marion]],,,
Scott Joplin,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",,{{hlist|Composer|pianist|music teacher}},,,,,[[George R. Smith College]],,,,{{plainlist| * {{marriage|Belle Jones|1899|1903|end=div}} * {{marriage|Freddie Alexander|1904|1904|end=died}} * {{marriage|Lottie Stokes|1909}} (1877–1954) }},,,,
John Cage,{{Birth date|1912|09|05}},"Los Angeles, California, U.S.",{{Death date and age|1992|8|12|1912|09|05}},"New York City, U.S.<!-- Only cities per template instructions -->",,{{hlist|Composer|[[music theorist]]|artist|philosopher}},,,,[[Pomona College]],,,,,{{Marriage|[[Xenia Cage|Xenia Andreyevna Kashevaroff]]|1935|1945|end=div}},,,,
Philip Glass,{{birth date and age|1937|01|31}},"[[Baltimore]], [[Maryland]], U.S.",,,,Composer,,[[Minimal music]],,,,,,,,,,,
Arvo Pärt,{{Birth date and age|1935|09|11|df=y}},"[[Paide]], Järva County, Estonia",,,,Composer,,,{{plainlist| * [[List of members of the American Academy of Arts and Letters Department of Music#P|American Academy of Arts and Letters]] * [[Order of the National Coat of Arms]] * [[Brückepreis]] * [[Léonie Sonning Music Prize]] * [[Légion d'honneur]] }},[[Estonian Academy of Music and Theatre]],,,,,Nora Pärt,,,,
Kaija Saariaho,{{Birth date|df=yes|1952|10|14}},"[[Helsinki]], Finland",{{Death date and age|df=yes|2023|06|02|1952|10|14}},"Paris, France",,,,,,,,,,,"{{marriage|{{ill|Jean-Baptiste Barrière (born 1958)|de|Jean-Baptiste Barrière (Komponist, 1958)|fr|Jean-Baptiste Barrière (1958-)|lt=Jean-Baptiste Barrière}}|1984}}","2, incl. {{ill|Aleksi Barrière|fi}}",,,
Olga Neuwirth,{{birth date and age|1968|08|04|df=y}},"[[Graz]], Austria",,,,{{plainlist| * Composer }},,,,,,,,,,,,,
Tania León,{{birth date and age|1943|05|14}},"Havana, Cuba",,,Cuban-American,Composer / conductor,,,2021 [[Pulitzer Prize for Music]]<br />New York Governor's Lifetime Achievement Award<br/>2022 Kennedy Center Honoree,,,,,,,,,,
Julia Wolfe,{{Birth date and age|1958|12|18}},"[[Philadelphia]], [[Pennsylvania]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth) -->,,American,"Composer, Professor of Music",,,,{{Unbulleted list|[[University of Michigan]]|[[Yale University]]|[[Princeton University]]}},,,,,{{marriage|[[Michael Gordon (composer)|Michael Gordon ]]|1984}},2,,,
Florence Price,{{birth date|1887|4|9}},"[[Little Rock, Arkansas]], U.S.",{{death date and age|1953|6|3|1887|4|9}},"[[Chicago, Illinois]], U.S.",,{{hlist|[[Musical composer]]|[[pianist]]|[[organist]]|[[Music education|music teacher]]}},1899–1952,,,,,,,,{{Plainlist| * {{marriage|Thomas J. Price|1912|1931|reason=divorced}}<ref name=FP/> * {{marriage|Pusey Dell Arnett|1931|1934|reason=separated}} }},3,,,
Clara Schumann,{{birth date|df=y|1819|09|13}},"[[Leipzig]], Kingdom of Saxony, German Confederation",{{death date and age|df=y|1896|05|20|1819|09|13}},"[[Frankfurt]], German Empire",,{{plainlist| * Pianist * Composer * Piano teacher }},,,,,,,,,,,,,
Ethel Smyth,{{birth date|1858|4|22|df=y}},"[[London]], England",{{death date and age|1944|5|8|1858|4|22|df=y}},"[[Woking]], England",,Composer and suffragette,,,,,[[Leipzig Conservatory]],,,,}},,,,
Amy Beach,{{birth date |1867|09|05}},"[[Henniker, New Hampshire]], U.S.",{{death date and age |1944|12|27|1867|09|05}},"New York City, U.S.",,{{hlist|Composer|pianist}},1883–1940,,,,,,,,{{marriage|H. H. A. Beach|1885|1910|end = died}},,,,
Lili Boulanger,21 August 1893,"[[9th arrondissement of Paris]], France",{{death date and age|1918|3|15|1893|8|21|df=y}},"[[Mézy-sur-Seine]], Yvelines, France",,Composer,,,,[[Conservatoire de Paris]],,,,,,,,,
Germaine Tailleferre,{{Birth date|1892|04|19|df=y}},"[[Saint-Maur-des-Fossés]], Val-de-Marne, France",{{Death date and age|1983|11|07|1892|04|19|df=y}},"Paris, France",,,,"<!-- For pre-modern subjects, can be used as an alternative to the anachronistic ""occupation""; not used for works (see next parameter). -->",,,,,,,{{plainlist| * {{marriage|[[Ralph Barton]]|1926|1927|end=divorce}} * {{marriage|Jean Lageat|1932|1955|end=divorce}} }},,,,
Nadia Boulanger,{{birth date|1887|09|16|df=y}},"Paris, France",{{death date and age|1979|10|22|1887|09|16|df=y}},"Paris, France",,{{hlist|Music teacher|conductor|composer}} }},,,,,,,,,,,,,
Cécile Chaminade,{{birth date|1857|8|8|df=y}},"Paris, France",{{death date and age|1944|4|13|1857|08|08|df=y}},[[Monte Carlo]],,,,,,,,,,,,,,,
Pauline Viardot,{{birth date|1821|07|18|df=y}},"Paris, France",{{death date and age|1910|05|18|1821|07|18|df=y}},"Paris, France",,{{hlist|Operatic [[dramatic mezzo-soprano]]|music pedagogue|composer}},,,,,,,,,,,,,
Teresa Carreño,{{birth date|1853|12|22|mf=y}},"[[Caracas]], Venezuela",{{death date and age|1917|6|12|1853|12|22|mf=y}},"New York City, US",,{{cslist|Pianist|soprano|composer|conductor}},,,,,,,,,{{ubl|{{marriage|[[Émile Sauret]]|1873|1877}}|Giovanni Tagliapietra (dom. part. 1877–1889)|{{marriage|[[Eugen d'Albert]]|1892|1895}}|{{marriage|Arturo Tagliapietra|1902<!-- |1917 -->}}}},{{cslist|Emilita (1874–1978)|Luisa (1878–1881)|Teresita (1882–1951)|Giovanni (1885–1965)|Eugenia (1892–1950)|Hertha (1894–1974)}} }},,,
Margaret Bonds,{{birth date|1913|03|03}},"[[Chicago]], Illinois, US",{{death date and age|1972|04|26|1913|03|03}},"[[Los Angeles]], California, US",,"Composer, pianist",,,,,,,,,{{Marriage|Lawrence Richardson|1940}},,,,
Undine Smith Moore,{{birth date|1904|08|25}},,{{death date and age|1989|02|06|1904|08|25}},,,"Composer, educator",,,,,"[[Fisk University]], [[Columbia University]]",Virginia State University,,,James Arthur Moore (m. 1938),1 }},,,
William Grant Still,{{birth date|1895|5|11}},"[[Woodville, Mississippi]], U.S.",{{death date and age|1978|12|3|1895|5|11}},"Los Angeles, California, U.S.",,{{hlist|Composer|conductor}},,,,,{{ubl|[[M.&nbsp;W. Gibbs High School]]|[[Wilberforce University]]|[[Oberlin Conservatory of Music]]}},,,,"{{ubl|{{Marriage|Grace Bundy|October 4, 1915|February 6, 1939|end=div}}|{{Marriage|[[Verna Arvey]]|February 8, 1939}}}}",6,,,
Scott Joplin,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",,{{hlist|Composer|pianist|music teacher}},,,,,[[George R. Smith College]],,,,{{plainlist| * {{marriage|Belle Jones|1899|1903|end=div}} * {{marriage|Freddie Alexander|1904|1904|end=died}} * {{marriage|Lottie Stokes|1909}} (1877–1954) }},,,,
James P. Johnson,{{birth date|1894|2|1}},"[[New Brunswick, New Jersey]], U.S.",{{death date and age|1955|11|17|1894|2|1}},"[[Jamaica, Queens]], [[New York City]], U.S.",,"Composer, musician",1912–1955,,,,,,,,,,,,[[Jazz]]
Jelly Roll Morton,"c. {{birth date|1890|09|20}}<ref>[http://www.doctorjazz.co.uk/bapcert.jpg Other dates of birth attributed to Morton include October 20, 1890] {{Webarchive|url=https://web.archive.org/web/20101121171548/http://doctorjazz.co.uk/bapcert.jpg |date=November 21, 2010 }} and [http://www.doctorjazz.co.uk/draftcards1.html September 13, 1884, the latter of which Morton gave on his WWI draft registration, making him six years older than he is believed to have actually been.] {{Webarchive|url=https://web.archive.org/web/20210210213602/http://www.doctorjazz.co.uk/draftcards1.html |date=February 10, 2021 }}</ref>","{{nowrap|[[New Orleans, Louisiana]], U.S.}}",{{death date and age|1941|07|10|1890|09|20}},"[[Los Angeles, California]], U.S.",,{{hlist|Musician|composer|arranger}},1904–1941,,,,,,,,,,,,"{{hlist|[[Jazz]]|[[ragtime]]|[[blues]]<ref>{{cite web|url=https://www.houstonpress.com/music/things-to-do-read-jelly-roll-blues-by-elijah-wald-17680320|title=The ""Original"" Jelly Roll and the Dirty Early Blues|author=Ruggiero, Bob|date=March 19, 2024|publisher=Houston Press|access-date=January 14, 2025}}</ref>|[[Dixieland jazz|Dixieland]]<ref>{{cite web | url=https://www.jazzhistorytree.com/new-orleans-dixieland-revival/ | title=New Orleans/Dixieland Revival: 1947 – Jazz History Tree }}</ref>}}"
Fats Waller,{{Birth date|1904|5|21}},"New York City, U.S.",{{death date and age|1943|12|15|1904|5|21}},"[[Kansas City, Missouri]], U.S.",,{{hlist|[[Jazz pianist]]|[[organist]]|composer|singer}},1918–1943,,,,,,,,{{ubl|{{Marriage|Edith Hatch|1920|1923|end=div}}|{{Marriage|Anita Rutherford|1926}}}},3,,,
Duke Ellington,{{birth date|1899|4|29}},"[[Washington, D.C.]], U.S.",{{death date and age|1974|5|24|1899|4|29}},"[[New York City]], U.S.",,{{hlist|Pianist|composer|songwriter|bandleader|arranger|conductor|actor}},1914–1974,,,,,,,,,,,,{{Flatlist| * [[Jazz]] * [[Swing music|swing]]}}
Count Basie,{{birth date|mf=y|1904|8|21}},"[[Red Bank, New Jersey]], U.S.",{{death date and age|mf=y|1984|4|26|1904|8|21}},"[[Hollywood, Florida]], U.S.",,{{flatlist| *Musician *bandleader *composer}},1924–1984,,,,,,,,,,,,{{flatlist| *[[Jazz]] *[[swing music|swing]] *[[big band]] *[[piano blues]]}}
Benny Goodman,{{birth date|1909|5|30}},"[[Chicago]], Illinois, U.S.",{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",,,,,,,,,,,,,,,{{flatlist| * [[Jazz]] * [[Swing music|swing]] }}
Glenn Miller,{{Birth date|1904|3|1}},"[[Clarinda, Iowa]], U.S.",,,,{{hlist|Bandleader|musician|arranger|composer}},1923–1944,,,,,,,,{{marriage|Helen Burger|1928}},2,,,{{hlist|[[Swing music]]|[[big band]]}}
Charlie Parker,{{birth date|1920|8|29}},"[[Kansas City, Kansas]], U.S.",{{death date and age|1955|3|12|1920|8|29}},"[[New York City]], U.S.",,{{flatlist| * Musician * composer}},1937–1955,,,,,,,,,,,,{{flatlist| * [[Jazz]] * [[bebop]]}}
Dizzy Gillespie,{{Birth date|1917|10|21}},"[[Cheraw, South Carolina]], U.S.",{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",,,,,,,,,,,"{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)","[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref> }}",,,
Thelonious Monk,{{Birth date|1917|10|10}},"[[Rocky Mount, North Carolina]], U.S.",{{death date and age|1982|2|17|1917|10|10}},"[[Englewood, New Jersey]], U.S.",,{{hlist|Pianist|composer}},"1933–1976<ref>Kelley, Robin (2009), pp. 35, 442.</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[bebop]]}}
Miles Davis,{{Birth date|1926|5|26}},"[[Alton, Illinois]], U.S.",{{nowrap|{{Death date and age|1991|9|28|1926|5|26}}}},"[[Santa Monica, California]], U.S.",,,,,,,[[Juilliard School]] (no degree),,,,,,,,"<!-- As per Template:Infobox musical artist#genre, ""Aim for generality (e.g. [[Hip hop music|Hip hop]] rather than [[East Coast hip hop]])"" --> {{flatlist| * [[Jazz]] * [[bebob]] * [[modal jazz]] * [[Classical music|classical]] ([[third stream]]) * [[jazz fusion]] * [[Rock music|rock]] * [[funk]] }}"
John Coltrane,{{birth date|mf=yes|1926|9|23}},"[[Hamlet, North Carolina]], U.S.",{{death date and age|1967|7|17|1926|9|23}},"[[Huntington, New York]], U.S.",,,,,,,,,,,,,,,{{flatlist| * [[Jazz]] * [[hard bop]] * [[spiritual jazz]] * [[post-bop]] * [[modal jazz]] * [[avant-garde jazz]] * [[free jazz]] }}
Ornette Coleman,{{birth date|1930|3|9}},"[[Fort Worth, Texas]], U.S.",{{death date and age|2015|6|11|1930|3|9|mf=y}},"[[Manhattan]], [[New York City]], U.S.",,,,,,,,,,,,,,,{{flatlist| * [[Avant-garde jazz]] * [[free jazz]] * [[free funk]] * [[jazz fusion]] * [[third stream]] }}
Charles Mingus,{{birth date|1922|4|22}},"[[Nogales, Arizona]], U.S.",{{death date and age|1979|1|5|1922|4|22}},"[[Cuernavaca]], Mexico",,{{hlist|Musician|composer|bandleader}},1943–1979,,,,,,,,,,,,{{hlist|[[Jazz]]|[[hard bop]]|[[bebop]]|[[avant-garde jazz]]|[[post-bop]]|[[third stream]]|[[orchestral jazz]]}}
Art Blakey,{{Birth date|1919|10|11}},"[[Pittsburgh]], Pennsylvania, U.S.",{{Death date and age|1990|10|16|1919|10|11}},"[[Manhattan]], [[New York City]], U.S.",,{{hlist|Musician|bandleader}},1942–1990,,,,,,,,,,,,{{hlist|[[Jazz]]|[[hard bop]]|[[bebop]]|[[straight-ahead jazz]]}}
Herbie Hancock,{{birth date and age|1940|4|12}},"[[Chicago|Chicago, Illinois]], U.S.",,,,{{hlist|Musician|composer|bandleader|record producer|actor}},1961–present,,,,[[Grinnell College]]<br />[[Roosevelt University]]<br />[[Manhattan School of Music]],,,,"{{marriage|Gigi Meixner|1968}}<ref name=""marriage"">{{Cite web |url=https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |title=A Literary Maiden Voyage: Herbie Hancock|first=Eugene |last=Holley Jr.|website=[[Publishers Weekly]] |date=October 10, 2014 |access-date=June 24, 2020 |archive-date=November 16, 2020 |archive-url=https://web.archive.org/web/20201116192053/https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |url-status=live }}</ref> {{Infobox person",1}} }},,,{{Hlist|[[Jazz music|Jazz]]|[[post-bop]]|[[modal jazz]]|[[jazz fusion]]|[[jazz-funk]]|[[avant-garde jazz]]|[[Electro (music)|electro]]}}
Wayne Shorter,{{birth date|1933|08|25}},"[[Newark, New Jersey]], U.S.",{{death date and age|2023|3|02|1933|8|25}},"Los Angeles, California, U.S.",,{{hlist|Musician|composer}},1958–2021,,,,[[New York University]],,,,,,,,{{hlist|[[Modal jazz]]|[[crossover jazz]]|[[post-bop]]|[[hard bop]]|[[jazz fusion]]|[[third stream]]}}
Chick Corea,{{Birth date|1941|6|12}},"{{nowrap|[[Chelsea, Massachusetts]], U.S.}}",{{death date and age|2021|2|09|1941|6|12}},"[[Tampa, Florida]], U.S.",,,,,,,,,,,,,,,
Keith Jarrett,{{birth date and age|1945|5|8}},"[[Allentown, Pennsylvania]], U.S.",,,,"Musician, composer",1966–2018,,,,,,,,,,,,"[[Jazz]], [[classical music|classical]], [[jazz fusion]], [[free improvisation]]"
Pat Metheny,{{birth date and age|1954|8|12}},"[[Lee's Summit, Missouri|Lee's Summit]], Missouri, U.S.",,,,,,,,,,,,,,,,,{{flatlist| *[[Jazz]] *[[jazz fusion]] *[[Latin jazz]] *[[progressive jazz]] }}
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
Kamasi Washington,{{Birth date and age|1981|2|18|mf=y}},"[[Los Angeles, California]], U.S.",,,,Musician,2000–present,,,,,,,,,,,,[[Jazz]]
Snarky Puppy,,,,,,,2004–present,,,,,,,,,,,,"[[Jazz]], [[funk]], [[jazz fusion|fusion]], [[pop music|pop]], [[rock music|rock]], [[world music|world]]"
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
Esperanza Spalding,{{Birth date and age|1984|10|18}},"[[Portland, Oregon]], U.S.",,,,{{hlist|Musician|composer|educator|bandleader}},"2000–present<ref>{{cite web |url=http://www.berklee.edu/opi/2003/0714.html |title=Press Release: Jazz at the Fort |last=Balkin |first=Nicholas |date=July 14, 2003 |work=[[Berklee College of Music]] |archive-url=https://web.archive.org/web/20030802084556/http://www.berklee.edu/opi/2003/0714.html |archive-date=August 2, 2003 |url-status=dead}}</ref>",,,,,,,,,,,,{{hlist|[[Jazz]]|[[jazz fusion]]|[[bossa nova]]|[[Latin jazz]]|[[neo soul]]|[[Contemporary R&B|R&B]]|[[third stream]]}}
